0,1
另据招商证券测算，扣除转增，中证金二季度亦增持浦发银行3800万股，持有其股份数增至近6亿股，占浦发银行股份比例为2.77%。,"According to the estimates of China Merchants Securities, deducted from the shares, CSFC will hold another 38 million shares of Pudong Development Bank in the second quarter and raise its shares to almost 600 million shares, which account for 2.77% of the bank shares."
在展会期间购买农机的农户，继续实行累加补贴政策，农户购买农机最高可得到40%的补贴。,The cumulative subsidy policy will be remain available for buying agricultural machinery during the exhibition and farmers can get agricultural subsidies of up to 40%.
我试着让艾米做了一个练习，让她通过呼吸放松的方式让自己平静下来，去感受那份煎熬。,"I tried to let Amy do an exercise, let her breathe through the way to calm down and feel the torment."
他呼吁增加媒体了解会议文件及非官方委员会或工作组所做决定的途径。,He calls for the Press to be given greater access to council papers and decisions taken by unofficial committees or working groups.
由于太激动了，开始出发时游得比臭气散发还快，但后来像头猪一样慢。,"Too excited, went out like stink, died like a pig."
纪录片《极地》是一部聚焦地球第三极青藏高原的大型作品，以全新视角讲述藏地传统与现代交融以及西藏与世界互动的故事。,"The documentary ""Polar"" is a large-scale work that focuses on the world's third pole, Qinghai-Tibet Plateau. It tells a story for the integration of Tibetan tradition and the modern world and the interaction between Tibet and the world from a new perspective."
据悉，“湘博会”之所以连续7年落户娄底，缘于湖南省娄底市制造产业基础雄厚，产业发展历史久远。,"It is reported that the reason for ""Hunan Fair"" to be settled in Loudi for seven consecutive years is the strong foundation of manufacturing industry in Loudi, Hunan, which boasted long history of industrial development."
由香港潮属社团总会主办的“2016盂兰文化节”12日至14日在维多利亚公园举办，这是香港最盛大的一场盂兰胜会。,"Organized by the Federation of Hong Kong Chiu Chow Community Organizations, ""2016 Bon Culture Festival"" was held in Victoria Park between the 12th day and the 14th day of the month. It's the largest grand club in Hong Kong."
Wood Group 今年因市场压力而将北海承包商的报酬降低了约9%。,Wood Group this year cut rates paid to its North Sea contractors by about 9 percent because of negative market pressures.
受害者于午夜躺在高速公路上。,The victim was lying on the motorway in the middle of the night.
解说员拜伦·麦克唐纳在女子4x200米自由泳接力赛决赛结束时，发表了一些自己的看法，当时他以为自己的麦克风已经关掉。,Commentator Byron MacDonald thought his mic was turned off when he started to dispense some of his own opinions at the end of the women's 4x200m freestyle relay final.
赛艇运动本身是一次旅程，而这让这段旅程变得更长一点。,Rowing in itself is a journey but that makes it a bit bigger.
根据过去五年另两起类似案件的结果，驾驶员将不承担责任。,Two other similar cases in the past five years suggest that drivers will not be held responsible.
"按照“贷款建设、收费还贷”的原则,济宁市安平运河物流服务中心依据山东省物价局批复的收费标准征收航道通行费。","In accordance with the ""loan construction and charging for repaying loan"" principle, Jining City Anping Canal Logistics Service Center will collect channel tolls according to the charge standard approved by Shandong Provincial Price Bureau."
花生油与烤洋葱根本无法搭配。,Peanut butter has nothing to say to a baked onion.
中国的石油产品品质因中国政府强化环保规定正在逐渐接近日本的油品。,China's oil products are gradually close to Japan's oil products because the Chinese government has strengthened environmental protection regulations.
早前在 Ghayyar 获胜的三届冠军骑师戴图理说：“这很特别。”,"Three-time champion jockey Dettori, who earlier won on Ghayyar, said: ""It's special."""
AGL通过拉特罗布山谷老埃杨发电厂为这座大型铝冶炼厂提供电能。该公司预测另外三名工厂所有人也将终止其协议。,"AGL, which supplies the big aluminium smelter with electricity from its Loy Yang A power plant in the Latrobe Valley, said it expects the other three owners will also move to terminate their agreements."
去年“8·11”汇改之前的最后一次汇改措施实施于2005年，十年间人民币对美元显著升值。,"Last year, the last remittance measure before ""8.11"" exchange reform was carried out in 2005. The appreciation of yuan against dollar was significant during the last 10 years."
良好的家庭教育意味着父母需要经常的陪伴孩子，给孩子关爱，耐心的照顾，另外还需要教孩子养成文明的言行举止，让孩子更好的学习知识，提升智力。,"Good family education means that parents often need to accompany their children, to take care of them patiently and teach them develop a civilized behavior and make them learn knowledge better and enhance intelligence."
新南威尔士州政府表示，此次修缮不会改变歌剧院贝壳状的外形。,The New South Wales government said the renovation would not change the shell shape of the opera house.
该负责人指出，对钢铁产能过剩这一全球性问题，党中央国务院高度重视。,The official pointed out that the CPC Central Committee and State Council should attach great importance to the global problem of iron and steel overcapacity.
她日前以购入价加两成，把代购的钻石全部售出，一次过大赚二十万元。,"Recently, she sold the diamond with 120% more than the price she bought and earned two hundred thousand yuan."
连日来，县有关部门还为690余名贫困大学生落实283.8万元就学资助。,"Recently, the related county government department has provided a subsidy totaled 2.838 million yuan to over 690 poverty-stricken college students."
这对于在北京奥运会和伦敦奥运会上夺得10块场地自行车赛金牌中的7块的英国队而言只是一场比赛、一块金牌而已。,"That is one event, one gold medal for the nation which won seven out of 10 track titles in both Beijing and London."
邻居称，经常看到他们在街头打架，也经常因此报警,Neighbours say they were seen fighting in the street and police were regularly called
“海南作为国际旅游岛，正在逐步重视吸引国际游客，我们希望提高自身能力来匹配国际旅游岛的地位。”,"""Hainan, as an international tourist island, is gradually paying attention to attract international tourists. We hope to improve their ability to match the status of international tourism island."""
然而，普京先生持续冷淡的态度说明他什么都没有忘记。,But a lingering coolness emanating from Mr Putin showed that Russia's leader has forgotten nothing.
"根据通航需要,老万福河航道采取养护改造的方式,对局部水深进行了浚深,局部急弯进行裁弯取直等,通航条件得以改善。","According to the navigation needs, the old Wanfu River channel takes the mode of conservation and transformation. Dredging was conducted on the local depth and curve cut-off on the local sharp bend. Then the navigation conditions can be improved."
博迪尼在投诉中要求竞选团队为自己的疏于监督进行赔偿，同时也要求菲利普为自己的袭击、殴打和精神伤害进行赔偿。,"Bordini's complaint seeks compensation from the campaign for negligent supervision, and from Phillip for assault, battery and infliction of emotional distress."
雷布尔将恒星比作舞者，体型较大的舞者旋转时的速度慢于体型较小的舞者。,"Rebull likens the stars to dancers, larger ones pirouetting more slowly than smaller ones."
判决生效后，因李某没有自动履行判决确定的义务，王某向沭阳法院申请强制执行。,"After the verdict comes into effect, because Lee did not automatically fulfill the obligation to determine the verdict, Wang apply for enforcement to the Shuyang court."
英国《卫报》评论称，瑞士这个中立国所代表的象征性在英国首相第一次度假地的选择上发挥了作用。,"The British ""Guardian"" commented that the symbolic neutrality nature of the Swiss played a role in the choice of the British Prime Minister's first resort."
这些透镜具有钝化、弯曲特征的效果，每天产生3000多万张经过修饰的自拍。,"The lenses are blunt, feature-warping tools that generate more than 30 million enhanced selfies a day."
初级医生委员会表示，部长们未解决对于合同的忧虑。,The JDC says ministers have failed to address concerns about the contract.
《道路交通安全法》明令禁止开车玩手机，并将它定义为“妨碍安全驾驶行为”。,"According to ""Road Traffic Safety Act"", mobile phones playing are banned and defined as ""behavior preventing safe driving""."
雷布尔和她的同事在三篇新论文中详细阐述了他们对昂宿星团自转速度的最新分析。这三篇论文不久将发布在《天文学期刊》上。,"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers, soon to be published in the Astronomical Journal."
在太仓市东林村的集体大棚里，48岁的王雪芬正带着工人给梨树喷洒农药。,"In the collective greenhouse of Donglin village of Taicang City, the 48-year-old Wang Xuefen is leading workers to pear spray pesticides on pear trees."
乡村荷花产业兼具观赏性、休闲性和经济效益，成为当地新农村发展的亮点。,"Rural lotus industry is both ornamental and amusing, with economic benefits and has become the highlights for the development of new villages."
67岁的薛大娘患有先天性脊柱侧弯，而最近几年的时间她又深受“哮喘”的困扰，以致连走着上个坡都会气喘吁吁，喘不上气。,"The 67-year-old Xue suffers from congenital scoliosis, and in recent years she has been troubled by ""asthma"", so she panted and was breathless even walking on the slope."
克林顿用身价亿万的投资家沃伦·巴菲特的名字命名了一条规定，保证年收入超过100万美元的人至少缴纳30%的税。,Clinton has endorsed a rule named after billionaire investor Warren Buffett that would ensure those making more than $1 million a year pay a tax rate of at least 30 percent.
听起来很复杂？,Sounds tricky?
为了节省资金，圣保罗州州长奥克明计划关闭100所公立学校，30万名学生将转校。,"Under proposals from the governor of the state of Sao Paulo Geraldo Alckmin, just under 100 public schools will be closed, while 300,000 students will be relocated in order to save money."
墨西哥观众的热情给白娘子扮演者、青年演员付佳留下深刻印象。,The enthusiasm of Mexican audience left a deep impression on the young actress of lady white.
银牌对于被击败的英国队而言也算是一个不小的安慰，这块银牌是英国代表团当天获得的第三块银牌。这一成绩足以让英国橄榄球队感到骄傲：他们在首次进入奥运会的七人制橄榄球赛上一路击败了新西兰、阿根廷和南非。,"Defeat came with the non-too shabby consolation of silver - Britain's third of the day - and they could be proud of their efforts in the inaugural Olympic 7s tournament in which they beat New Zealand, Argentina and South Africa along the way."
莫斯科当时的反应很激烈。,Moscow's reaction at the time was furious.
这个世界很危险，但是 Dailymail.com 上的这个视频或许能带给你一点安全感。,"It's a dangerous world out there, but this video from Dailymail.com might help make it a little safer for you."
雷布尔表示：“在昂宿星团的‘芭蕾舞表演’中，我们发现自转速度较慢的恒星往往质量较大，而自转速度最快的恒星往往是最轻的恒星。”,"""In the 'ballet' of the Pleiades, we see that slow rotators tend to be more massive, whereas the fastest rotators tend to be very light stars,"" said Rebull."
德甲豪门的代表拜仁慕尼黑、多特蒙德和著名球星托马斯·穆勒、拉姆、格策等在中国可谓家喻户晓。,"The representatives of Bundesliga, Bayern Munich, Dortmund and the famous star Thomas Muller, Ram and Goetze have become a household name in China."
12日看点：田径开赛中国队很忙女足冲四自行车盼突破,"Highlight of the 12th day of the month: at the beginning of Track and Field Events, the Chinese team is quite busy and the women's football association aims to become the top four of the bicycle games"
新汇改实施以来，人民币改变了之前升值状态，一年间人民币汇率中间价贬值约8％。,"Since the implementation of the new exchange reform, the previous appreciation state of RMB was changed. The central parity rate of RMB exchange rate in one year was about 8%."
7月份的货物周转运量增速比上月回落3.6个百分点，洪涝灾害对这些地区的交通有一定的影响。,The cargo turnover growth rate in July fell back 3.6 percentage and floods on these areas have a certain impact on traffic.
这些消息或真或假，答案直到苹果2016秋季发布会才能揭晓。,Another evidence to confirm this message is that Apple allows the headphone manufacturer to produce headphone via the connection of charge interface.
说真的，戴图理堪称英国三十年来最好的马术获胜者，这一点太重要了。,"Seriously though, Frankie's been riding winners in the UK for the best part of 30 years which is great to see."
1967年5月23日，一场强烈的太阳风暴对美国军方位于北极的雷达与无线电通信造成强烈干扰。,"On May 23, 1967, a strong solar storm caused strong interference to the radar and radio communications of the US military in the Arctic."
科先生说道：“这在晚餐的餐桌上并不常见。”,"""It was not a popular addition to the dinner table,"" Mr. Coe said."
据媒体披露，由于此前资本大规模涌入互联网医药，造成目前产品同质化的问题严重，投资热潮渐退，资本进入观望期。,"According to media disclosure, the large influx of capital into the Internet medicine has resulted in the serious problem of current product homogeneity. Investment boom fade gradually and capital came into the wait-and-see period."
随着调查的继续，继周四发布的这篇报告后将会有更多发现。,The report released Thursday is to be followed up by more extensive findings as the investigation continues.
它还巩固了黑人及拉丁裔女性在这项运动中的巅峰地位。,It also has solidified the black and Latina female presence at the top of this sport.
但他表示：“专家有时会对复杂数据的解读产生分歧，而情报机构和国防部鼓励就这些重要的国家安全主题进行健康的对话。”,"But he said that ""experts sometimes disagree on the interpretation of complex data, and the intelligence community and Department of Defense welcome healthy dialogue on these vital national security topics."""
据了解，目前持有iPhone6或6Plus的用户群体有20%计划购买iPhone7，这是一个相当高的比例。,It is understood that currently 20% of user groups of iPhone6 or 6Plus have such a plan to purchase iPhone7. This is a quite high proportion.
父母的一言一行都会影响到孩子的成长，他们会模仿自己的父母，也就是人们常说的龙生龙，凤生凤，老鼠的儿子会打洞，父母什么样孩子就什么样。,"Parents' words and deeds will affect the growth of their children because they will imitate their parents. And that is the so called, ""like father, like son"". Your son will be the same as you."
台北市司机工会理事长郑力嘉却表示，Uber来台4年，台当局这月底才召开会议，司机们已无法再等。,"It has been four years since the arrival of Uber in Taiwan, but the authority just launched the meeting at the end of this month. Drivers cannot wait any more, said Zheng Lijia, the chairman of Taipei Driver Union."
其次，有专家分析，大部分果粉都喜欢隔代更换自己的iPhone手机。,"Secondly, according to expert analysis, most of the iPhone fans like to replace their own iPhone mobile phone."
自明年六月起，联邦政府为这些法律中心提供的资金将再减少30%。,"From June next year, those legal centres are slated to lose another 30 per cent of their federal funding."
“最终成品的设计花了大约2个月，打印出来只需4、5个小时。”,"""The design of the finished product costs about two months and it just takes 4-5 hours to print it."""
费尔南多右路一对二回带后突然挑传门前，卡尔德克前插接应时被雷腾龙飞扑动作放倒，裁判判定点球，并向雷腾龙出示黄牌。,Fernando flipped pass the goal in the back-drawing on his right wing. Alan Kardec was put down by Lei Tenglong. The referee sentenced a spot kick and showed a yellow card to Lei Tenglong.
在这间曾经交易过毒品的房间里，地板被掀起来了,"Floor boards had been pulled up in the property, from which drugs had been dealt in the past"
巴姆也是。,So is Bam.
这是一次规模巨大的作业，同时也是一次非常精密的作业。,"This was a massive and, at the same time, very delicate operation."
在巴西还有最后一场比赛，但这场比赛与其说是拜尔斯与其他体操选手的竞争，不如说是她自己与巨大期望压力之间的较量。,"One last test awaited in Brazil, a contest not so much between Biles and the rest of the field but between herself and the burden of oversized expectations."
丹·诺顿为英国队创造了得分的机会，他在左角触地，将比分更改为36比7，但比赛早已在南海岛国的掌控中，他们的球迷在站台上高声歌唱、挥舞旗帜、载歌载舞。,"Dan Norton grabbed a try for GB, touching down in the left corner to make it 36-7 but the game was long gone the way of the South Sea Islanders whose fans sang, waved flags and danced in the stands."
"该活动资助范围是高考本科录取新生,不含免学费专业；品学兼优，家庭贫困。","The scope of the fund covers college entrance freshmen, excluding tuition-free majors. Students qualified for the fund should have excellent study performance and family poverty."
“3D打印并不是未来技术，它已经实实在在走进了你我的生活。”美国SG3D打印公司董事长托马斯·朗格在接受新华国际记者采访时说。,"""3D printing is not the future technology but really enters into your life."" Thomas Lange, the chairman of US SG3D printing company said in an interview with Xinhua International."
堪萨斯州共和党代表迈克·蓬佩奥在一份声明中表示：“经过数月的调查，这一结果已十分明显。”,"""After months of investigation, this much is very clear,"" Representative Mike Pompeo, Republican of Kansas, said in a statement."
此前，济宁市老龄委、市财政局、市交通局下发《关于60—64周岁老年人半价乘坐城区公交车的通知》，该优惠政策从今年的9月1日正式实施。,"Prior to this, Jining Municipal Committee for Aging People, the Municipal Finance Bureau, and the Municipal Department of Transportation worked together to issue ""A Notice for 60-64 years old people to take bus by half-price ticket"". The preferential policy will be implemented formally since this September 1."
我认为本政府最重要的任务就是支持国家元首起草法律和控制指令实施。,I think the administration's most important task is to support your activity as head of state in terms of drafting laws and control over how your instructions are implemented.
并且我们将通过为希思罗附近的当地民众和企业创造机会再次造福这一地区。,"And, we will do so again by creating opportunities for local people and firms close to Heathrow."
该纠纷已导致初级医生今年共参与六次罢工，包括英国国家医疗服务体系历史上的首次全面罢工。,"The dispute has led to junior doctors taking part in six strikes this year, including the first all-out stoppages in the history of the NHS."
不过，2016年上半年，在巴西的国际直接投资已达到338亿美元，和去年同期相比几乎增加了10%。,"However, in the first half of 2016, the international direct investment in Brazil had reached $33.8 billion, an increase of almost 10 per cent compared to the same period last year."
这只一年半前被人折断上喙、奄奄一息的巨嘴鸟，如今终于重获新生。,"This toucan, which had its beak broken and was dying just one year and a half ago, finally regained its new life."
朱女士表示，她将关闭她的 Snapchat 帐号：“我想知道他们是否需要更多像我们这样反对这一行为的用户。”,"For her part, Ms. Zhu said she would keep her Snapchat account closed, adding, ""I wonder if they actually need more users like us to be able to say that this is not O.K."""
集中签约的20个项目总投资80.63亿元，涉及新能源、新材料、现代服务业等多个行业。,"The 20 projects with simultaneous signing have a total investment of RMB 8.063 billion, involving new energy, new materials, modern services and other industries."
第15分钟，张稀哲中场直线挑传，伊尔马兹已直冲禁区，单兵防守的刘宇抢先出脚将球破坏。,"At the 15th minute, Zhang Xizhe flip through in straight line of the midfield. Ilmaz has been straight for the penalty area and the defensive Liu Yu grab the first leg of the ball and made a fight."
帕克在上个赛季表现得比数据反映的要好些，不仅是因为他的篮下效率来到了生涯最高，他和阿尔德里奇的化学反应也让马刺队受益。,"Parker had a better performance than last season. This is not only because his basket efficiency came to the highest level, his chemical reaction with Aldrich also benefits the Spurs."
2.熬夜时适时补充水分，多吃水果，可预防血管堵塞、增强机体免疫力。,"2. You may drink more water, have more fruit during stay up as this can prevent blood clogging and enhance your body immunity."
“符合条件的老年人，持二代身份证到IC销售中心办理就可以；外地户口符合这个年龄的老年人也享受这个优惠。”,"""Eligible old people may apply to IC sales center with his second generation ID card. Elderly people in this age bracket and with foreign accounts can also enjoy the preferential policy."""
奥运会使斯特拉特福德和东区受益匪浅。,The Olympics achieved huge benefits for Stratford and the East End.
记者在现场看到，一辆大型的货柜车车头在交警指挥下移靠在快车道上，货柜箱掉落在绿化道，路边被砸出一条2厘米深的坑。,"According to the reporter on the scene, a large container truck shifted to the fast lane with the command of a traffic policeman. Its container box fell down onto the green road, making a 2 cm deep pit on the road."
博迪尼在投诉中表示：“没有开枪不代表不会造成伤害。”,"""Guns don't have to fire to inflict damage,"" Bordini said in the complaint."
警方立即将该嫌疑人执行上网追逃，采取多种措施布控，并通过联系外地警方协查王某国的下落。,"The police immediately pursued and attacked the suspect on the internet and took a variety of measures to control. In addition, the police contacted their colleagues of other cities to investigate the whereabouts of Wang."
在训练张彬彬的过程中，张亚杰印象最深的，则是这位农家女孩的投入。,"During the training process of Zhang Binbin, it was the input of this farmer girl that impressed Zhang Yajie most."
张惠珍在在巴西里约桑巴大道体育馆举行的女子射箭个人赛决赛中以总比分6-2击败德国的丽萨·翁鲁，获得了金牌。,"Zhang Huizhen won the gold medal in Lisa Wenglu, a total score of 6-2 in the women's archery finals at the Samba Boulevard in Rio de Janeiro, Brazil."
这份报告是在东伦敦发生 Tower Hamlets 选举丑闻后，唐宁街要求发布的。,The report was ordered by Downing Street in the wake of the Tower Hamlets voting scandal in East London.
我国的火星探测任务要一次实现环绕、着陆、巡视，这种形式在国外是从没有过的，国外曾拟一次实现环绕和着陆，但着陆失败了。,"China's Mars exploration mission aims to achieve surrounding, landing and patrolling at one time, which has never occurred in foreign countries. There was one time of surrounding and landing before in foreign countries, but the landing failed."
我们呼吁司法部长兼昆士兰议员乔治·布兰迪斯立刻撤消这些削减资金的决定，让人们可以在面对法律问题时获得所需要的帮助。,"We call on the Attorney-General, and Queensland Senator George Brandis to immediately reverse these funding cuts, so people can get the help they need when they're faced with a legal problem."
于是，“国民老公”、“小鲜肉”、“花样美男”等称呼也不断成为他身上的标签。,A variety of business activities came to him. He really have a golden flashing prospect.
但谢安达先生与民主党人还表示，他们未发现任何证据能够证明白宫试图给中央司令部的分析员施加压力，从而时他们的结论符合“预设或政治叙事。”,"But Mr. Schiff and the Democrats said they found no evidence that the White House tried to pressure Centcom analysts to fit their conclusions to a ""preset or political narrative."""
因高温天气停止工作、缩短工作时间的，用人单位不得扣除或降低劳动者工资。,Employer shall not deduct or reduce the wages of workers in case of terminating work and reducing working hours in high temperature weather.
目前医生端开设三个板块，分别为医生继续教育、医生社交和医生求助。,"At present, three plates are set up for doctor's client side, respectively, for doctors to continue education, social exchange and communication."
与很多互联网医疗公司贪大求全不同，iBaby从最初就专注于互联网产科垂直领域，深耕孕妈和医生两端。,"Unlike many Internet medical companies which go in for grandiose projects, iBaby focuses on the Internet obstetrics vertical field and be professional on pregnant mothers and doctors."
康沃尔郡住房协会房屋经理 Donna McEvoy 说，她担心这处房子已经无法挽救了。,"Donna McEvoy, housing manager at Cornwall Housing, said she feared it might be beyond saving."
虽然法律没有要求，但按照惯例，美国总统候选人应公开他们的纳税申报单。,"It is customary for U.S. presidential candidates to make their tax returns public, although they are not required by law to do so."
之后，英格兰队安东尼的兄弟马库斯·沃森用精彩的拦截确保了球队的胜利，最终英国队夺得银牌。,"A brilliant late tackle from Marcus Watson, brother of England's 15-aside team, Anthony, secured the win - and ultimately the silver medal."
虽然辛德斯稍有落后，但肯尼为团队取得领先，斯金纳将这一领先优势保持到了最后。,"Hindes was narrowly behind after his lap, but Kenny pushed the team in front and Skinner held on."
因此，当该应用本周为一些用户提供了一个可以创造斜眼、怪牙和粉脸效果的滤镜时，一些评论家将其称为对亚洲“黄种人”的种族讽刺。,"So when it pushed a lens to some users this week that gave them slanted eyes, distorted teeth and puffy cheeks, some critics called it a racist caricature of Asian people - ""yellowface."""
下一步，交通部门将向县政府申请，联合多部门加大力度对全县的三轮车、摩托车、黑车等非法营运车辆进行整治。,"The next step is that, the transport sector will apply to the county government and work with several departments to enhance their input on rectifying the county's tricycles, motorcycles, and unlicensed taxi, etc."
2012年，她和她的队友都不被看好。,"Then came 2012, when nothing much went right for her and her teammates."
《南德日报》引用了凯宾斯基代表的话：“从来没有下达过将以色列从快速拨号列表中删除的直接命令”。,"""There was never a direct order"" not to include Israel in the fast dial list,"" Suddeutsche Zeitung quoted a Kempinski representative as saying."
没有什么比这场胜利更棒了。,There's no better way to win it.
这一天进行的混双比赛也决出了八强，不过头号种子马胡／加西亚组合的落马，以及纳豆组合的退赛，令混双比赛略有些失色。,"The final eight is also produced in the mixed doubles on the same day, but the defeat of the number one seed Ma Hu/Garcia combination and the withdrawal of Natto combination outshone the mixed doubles."
周三，拜伦·麦克唐纳 (Byron MacDonald) 对14岁小将艾衍含获得女子4x200米自由泳接力赛第四名的评论惹怒了收看加拿大广播公司 (CBC) 奥运现场直播的观众,Byron MacDonald's analysis of 14-year-old Ai Yanhan's fourth place finish at the women's 4x200m freestyle relay outraged viewers of CBC's live Olympic coverage on Wednesday
爱交友的也常用线上交流，“之前跟朋友因为一些误会有段时间没联络了，后来在一个大群里先对话几句才又热络起来。”,"People who love to make friends also love online communication. ""I lost contact with my friends due to some misunderstandings. We became familiar again after a few dialogues on the group chatting."""
但无论是退役还是现役运动员，能够得到娱乐圈的青睐都需要有拿得出手的成绩做保障。,"After all, athletes have just stepped into a new area, so it is just a space state for them in case of capabilities and connection."
这是该基金向社会发出寻找“7.19洪灾中失亲少年儿童和孤独老人”启示后的又一次慰问关爱行动。,"This is another condolence and care activity after the fund association releases the call for finding ""bereaved children and lonely old men causued by the flood disaster in July 19, 2016""."
"排污权又称“排放权”,是排放污染物的权利,指排放者在政府分配的额度内,依法享有的向环境排放污染物的权利。","Emission right, also known as ""dumping right"", means the right to discharge pollutants. It refers to the right for emitters to discharge pollutants to the environment in line with the law within the quota assigned by the government."
在达到最高自转速度时，这些成熟的恒星射出大量恒星风。,"At their peak spin rates, these maturing stars eject large amounts of stellar wind."
这就是说，这条鲨鱼年龄至少是272岁，最大可能达到512岁。,"That is to say, this shark is aged at least 272 years old. The maximum age may be 512 years old."
网络社交的势力范围越发广泛，不仅逐渐取代传统的电话联络，甚至渗入到线下真实的生活圈，悄然改变当下民众的社交生活。,"The sphere of influence of social networking not only replaces the traditional telephone contact, but also gets down to the offline living circle, quietly changing the current social life of the people."
中国的火星计划来了,China's Mars program is coming
目前，苏南农村新集体经济主要形成了资产租赁型、企业股份型、农业开发型、联合发展型4种发展模式。,"At present, the new collective economy in southern Jiangsu village mainly consists of four development modes, including asset leasing, enterprise stock, agricultural development and joint development."
即便是在最后的500米，新西兰队和丹麦队开始逼近时，斯坦宁和格拉芙仍有大量的体能储备。,"Even in the final 500 metres when the crews from New Zealand and Denmark began to close, Stanning and Glover had too much in reserve."
在一篇为Medium所写的文章和一次电话采访中，她表示自己认为种族方面的争议反映了Snapchat在招聘过程中缺乏种族多样性。,"In an essay for Medium and in a telephone interview, she said she believed that the race-related controversies reflected a lack of diversity in hiring practices at Snapchat."
医生告诉薛大娘，慢性支气管炎想要根本治愈的可能性不大，平常坚持用药可有所缓解。,Doctors told Xue that it was almost impossible to cure chronic bronchitis and such problems may be alleviated with medication.
平衡木上游刃有余。,Effortless on beam.
甚至3D打印技术发明人查克·赫尔也参与到格雷西亚上喙的设计中来。,"Even the inventor of the 3D printing technology, Chuck Hull, is also involved in the design of the Gracia beak."
现年63岁的流浪者韩某与另一流浪汉肖某酒后发生争执，遂持刀将其扎死。,The current 63-year-old wanderer Han and another tramp Xiao had a dispute after alcohol drinking. Then Han stabbed Xiao to death with a fruit knife.
这名试图自杀的女性于周四清晨在高速公路上被多辆车辗过。目前警方正在寻找目击者。,Police are appealing for witnesses after a woman was run over by several vehicles on a motorway in the early hours of Thursday in an apparent act of suicide.
也有些行为主义心理学家把阻抗理解为个体对于其行为矫正的不服从。,And some behaviorist psychologists understand the impedance as an individual's disobedience to their behavioral corrections.
众议院情报委员会的民主党成员于周四公布了其调查结果，与共和党专项工作小组的部分结论相一致。,Democratic members of the House Intelligence Committee released their own findings on Thursday that agreed with some of the conclusions of the Republican task force.
每天2英镑的药物可降低心脏病发作威胁,The £2-a-day drug that can cut heart attack threat
我们有一个很好的开始，同时我们并没有期盼着做什么惊天动地的大事。,We had a good start and at the same time we weren't looking to do anything amazing.
Primark 的一位发言人说：“Primark 已经知道了8月9日（周二）发生在我们 Folkestone 店内的事情。”,A Primark spokesman said: 'Primark is aware of an incident which took place in our Folkestone store on Tuesday August 9.'
"根据青岛市物价、财政等部门确定的征收标准,目前预估算的初始排污权使用费约为64.12万元,工作人员将在7个工作日内完成核定。","According to the collection standard determined by Qingdao price bureau and financial sector, the estimated initial emission fee is about 641,200 yuan. The working staff will finish review within 7 working days."
推特上对拜伦·麦克唐纳的批评迅速在推特上铺天盖地地袭来，很多人要求其退出解说。,Criticism on Twitter came thick and fast against Byron MacDonald with many calling him out
获任命后，他对普京先生说：“谢谢您的信任。”,"On being appointed, he told Mr Putin: ""Thank you for your trust."""
这太令人难以置信了。,It was just incredible.
昨天他在资格赛前与比赛官员发生了争执，当时比赛官员让他测量身高。,"He had a dispute with commissaires yesterday ahead of the qualification ride, when officials summoned him to measure his height."
40℃以上高温工作人员每月最多可领20元/天的津贴（劳动者已经依法享受高温作业岗位津贴的除外）。,"In case of temperature above 40℃, staff working in high temperature can receive up to 20 yuan per day of allowance (but for laborers who enjoy the high temperature job allowance)."
"上次罢工发生在4月底，导致近13,000台常规手术和100,000例预约延期，因为护士和会诊医生为纠察线上的医生打掩护。","The last strike at the end of April saw the postponement of nearly 13,000 routine operations and 100,000 appointments as nurses and consultants were drafted in to provide cover for doctors on the picket line."
在每一块赛艇金牌的背后都有许多自愿帮助的人，正是他们的不断奉献创造了不同，而其中帮助最大的莫过于一位30个月前得知自己身患癌症、不知道自己能否活着看到这一天的教练。,"Behind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer."
在当日的比赛中，张彬彬一度排名中下游，似乎距离决赛十分遥远。,"At the game, Zhang Binbin was ranked in the middle and lower reaches and it seemed she was still quite far away from the final."
根据协议，停火不包括对“伊斯兰国”“支持阵线”等联合国安理会认定的恐怖组织的军事打击。,"Under the agreement, the ceasefire does not include a military strike against terrorist organizations including ""Islamic State"" and ""Salvation Front "", which were identified by the United Nation Security Council."
所以父母在孩子面前需要做个好榜样，规范自己的言行，培养自己优秀品格，这些都可以间接的帮助孩子塑造良好的心性，让他更加优秀。,"So we need to be a good example in front of children, regulate our words, cultivate our characters, which will indirectly help children shape their own excellent character, so that he will become more excellent."
受此消息影响，再加上美国上调原油产量预期和原油库存意外增加，国际油价连续两日收跌。,"Affected by this news, coupled with the production output expectations of rising crude oil and the unexpected increase in crude oil inventories, aggravating the excessive market supply."
这一影响将不仅是出手次数的影响，汤神的持球进攻在下赛季肯定也会大大减少，这在某些方面也会降低对手对他的防守难度。,"This effect will not only be the impact of the number of shots, Thompson's holding attack in the next season will certainly be greatly reduced, which in some ways will reduce the opponent's defense difficulty."
升级改造后的京杭大运河支线航道老万福河、北大溜航道9月1日起收取通行费。,Beijing-Hangzhou Grand Canal branch channels Old Wanfu River and Beidaliu will charge tolls since September 1.
